Series Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Age dependency ratio, young (% of working-age population)",64.04517507,64.61296624,65.29645336,65.93279113,66.30684959,66.36156698,66.72947348,66.6816587,66.37849539,66.00044684,65.66706718,65.51540328,65.30399192,65.02886291,64.60070033,63.99421564,63.46814392,62.75406204,61.89947188,60.97611695,60.04205643,59.18483983,58.37820051,57.60761218,56.85496994,56.12575894,55.74806159,55.33378925,54.90435731,54.46122049,53.99994119,53.77350692,53.36691407,52.84137381,52.26908475,51.66907699,50.90196149,50.21404837,49.52363405,48.72714272,47.80318212,46.99417002,46.07699043,45.10991329,44.19202166,43.37750989,42.76322648,42.2049678,41.71604836,41.29524697,40.93488309,40.68467468,40.46609839,40.27861816,40.10841974,39.94327854,39.81952787,39.6876321
Agricultural irrigated land (% of total agricultural land),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),..,36.02818958,36.11897698,36.23517108,36.3286673,36.44341752,36.51223214,36.63082678,36.71752185,36.93263428,36.97900207,37.07948669,37.16573218,37.33921266,37.40985363,37.48945211,37.46732752,37.44925669,37.49755829,37.60515299,37.71302267,37.72567166,37.87603225,37.94338492,38.21217395,38.49128656,38.7251015,38.89888954,39.08389256,39.21970512,39.37399773,39.47012902,37.54528429,37.79927283,37.92631215,37.92693338,37.95837681,38.04399464,38.10466118,38.08035227,38.12217823,38.10629991,38.01591266,37.92084902,38.00379343,38.01476786,37.90720733,37.89573673,37.87655723,37.51677421,37.48699015,37.34972002,37.40225631,37.38350402,37.48785394,37.26534519,..,..
Agricultural land (sq. km),..,38856763.1,38954671,39079991.1,39180827.7,39304583.3,39378796.9,39506698.7,39600196.5,39832197.3,39882201.7,39990571.6,40083551,40270625,40346636,40432292,40408352,40388814,40440907,40556936,40673171,40686843,40848922.4,40921546.4,41210863.6,41511841,41764043,41951434,42150951,42297033,42463432,42567860,48614112.8,48988967,49149160,49148850,49189429.6,49326759.2,49395508.2,49366578.9,49426104,49405087.7,49287066.3,49163777.7,49270655.5,49284858.9,49182112.3,49171291,49136212.6,48668864.2,48631074.6,48738548.6,48805303.9,48780286.7,48915115.2,48626474.4,..,..
"Agricultural machinery, tractors",..,9934791,10332029,10756385,11175782,11550616,12610889,12959371,13303578,13668549,13807754,14134005,14431303,14795310,15312704,15583201,16011365,16540701,17067107,17503529,18186292,18529083,18959031,19334672,19737944,20265913,20689701,21059978,21202596,21524103,21186611,21054581,23670355,23863395,23995572,24148740,24150205,24300701,24423346,24672493,25054140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agricultural machinery, tractors per 100 sq. km of arable land",..,96.5596398,100.1214211,103.0619114,106.5651152,109.4936106,119.7682513,122.4680703,124.4622213,126.1829186,127.9004798,131.7962167,136.0420014,138.5073974,143.4697523,152.1108999,155.9316473,161.5636479,167.2996469,171.3204497,177.8965164,181.5133107,184.0708283,187.2570834,188.4804464,191.5464747,194.2457546,197.6957902,..,..,..,..,184.5603099,185.4961117,187.1800512,187.5526058,189.4842601,190.7700838,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (% of total),..,..,..,..,..,..,..,..,..,..,54.29542586,55.33838847,53.6852509,53.83130651,54.32609419,54.27144742,53.09384416,52.26446832,51.93053796,51.00431149,51.22768409,51.68815524,48.9443656,49.98927917,50.81407056,50.23126246,49.21226294,47.65440207,48.51105247,48.34753856,47.69405418,46.49791321,46.56215389,47.13011471,46.62763147,47.33282632,46.83092668,42.2287513,45.65369148,46.77711312,46.36590542,45.87882311,44.60979006,44.55130989,43.84907074,43.53956607,43.06609307,45.06514355,44.40463132,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),..,..,..,..,..,..,..,..,..,0,2874648.922,2840961.467,2871562.418,2911944.728,2915398.218,2979621.946,2992540.357,3022537.342,3002825.727,3039479.458,3072596.43,3027894.339,3071454.176,3062602.597,3035226.338,3026622.056,3043764.037,3073432.281,3044655.328,3102061.697,3179457.008,3113149.315,3182101.839,3059282.46,3080338.649,3097869.28,3062650.753,3040158.974,3044623.684,3036555.803,3003677.623,3019306.949,3024128.927,3038864.145,3103331.942,3166725.606,3276381.925,3464397.823,3392630.678,..,..,..,..,..,..,..,..,..
Agricultural nitrous oxide emissions (% of total),..,..,..,..,..,..,..,..,..,..,57.6511776,58.0623995,56.36360238,56.97518955,56.74274075,58.0542505,57.12981605,57.09310802,57.20706891,57.2880905,58.00882397,58.318988,57.49778356,58.59008468,60.02649205,60.13776166,59.67289709,58.78239152,60.34194227,60.69557016,61.46717442,60.21755621,59.8583728,60.46161598,59.51656824,60.53041963,60.02053848,56.00493036,59.43748628,63.28540659,63.88336784,65.40685973,64.96550195,65.67224102,66.07952502,65.95310575,66.41017154,69.12019306,70.04595282,..,..,..,..,..,..,..,..,..
Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),..,..,..,..,..,..,..,..,..,0,1269938.928,1199396.692,1251832.918,1290757.194,1257337.91,1338975.618,1364746.832,1427819.807,1446191.645,1538543.274,1570804.161,1523332.911,1599160.904,1615048.292,1603189.724,1606894.309,1624808.885,1707141.46,1668898.675,1708667.828,1801880.918,1733300.365,1825321.122,1707054.456,1743344.875,1786452.609,1790773.479,1795298.349,1835815.124,1821173.477,1799376.85,1832390.636,1844193.561,1855469.657,1912831.711,1950421.898,2048749.118,2242932.695,2117291.258,..,..,..,..,..,..,..,..,..
Agricultural raw materials exports (% of merchandise exports),..,..,9.509873973,9.181210047,9.315401556,8.909429037,8.820977047,8.357243615,7.972527366,8.159548234,7.623803243,6.821404453,6.74662636,7.366666241,5.937260724,4.886429239,5.460969969,5.05360858,4.955076617,4.970768492,4.576191795,3.954066009,3.692860615,3.707821625,3.953017768,3.641252665,3.757940828,4.096112816,3.940686664,3.57725549,3.064356158,2.697623511,2.62799952,2.371712201,2.554706807,2.682319721,2.364153955,2.256618062,2.001488716,1.897647051,1.836498203,1.715570574,1.752510246,1.752453545,1.708025766,1.586660729,1.556675444,1.54127228,1.426626913,1.439318067,1.624565634,1.78124146,1.650012704,1.59844937,1.516425297,1.599317271,1.591551259,1.698438075
Agricultural raw materials imports (% of merchandise imports),..,..,11.79172295,10.66819123,10.18307418,9.498489753,9.265744361,7.98448504,7.600575034,7.436465297,6.736082437,6.329750065,6.103627963,6.481600627,5.106660555,4.332660434,4.856262101,4.951943024,4.558235985,4.482371606,3.894432383,3.462703991,3.345953407,3.510162088,4.104930857,3.695645523,3.70532043,4.149693502,4.316797162,3.997918285,3.4923381,3.168797971,3.02058532,2.783176222,3.036539102,3.145477806,2.755034136,2.675649052,2.417723385,2.290943332,2.254723864,2.156652264,2.081488053,1.996112651,1.918304691,1.758702556,1.692761313,1.618655041,1.48419734,1.448411982,1.602963809,1.703167,1.536053687,1.527367018,1.480311276,1.510312052,1.49814531,1.232745798
"Agriculture, forestry, and fishing, value added (% of GDP)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.300345292,7.685997272,7.579267473,5.750737267,5.61718617,5.341742694,4.961191052,4.883323016,4.775722452,4.634905945,4.524045486,4.152926343,3.920644068,3.814910403,3.80546223,3.757244115,3.69868721,3.733554851,3.654644714,3.712687069,3.607275526,3.584890276,3.546352037,..
"Agriculture, forestry, and fishing, value added (annual % growth)",..,..,..,..,..,..,..,..,..,..,..,2.283763236,0.583739558,4.460327652,3.161469467,3.779450522,1.287658117,2.827912026,3.210793829,1.162287462,2.805592189,4.13186887,4.796010709,3.062913592,5.494642464,3.033545627,2.220059977,2.396072611,4.995806165,2.443900932,3.899920745,0.534763491,2.763225767,1.287122876,1.022453539,1.550191264,5.002700341,1.021399003,1.796077707,3.273900319,3.038479408,1.56459119,2.45997046,2.548304197,4.235502431,3.265019046,3.297381488,1.473182479,3.782076346,2.254791572,2.80093647,3.46958788,1.085307629,4.963329519,2.476011418,2.690343162,2.354102701,3.818927864
"Agriculture, forestry, and fishing, value added (constant 2010 US$)",..,..,..,..,..,..,..,..,..,..,8.59377E+11,8.79003E+11,8.84134E+11,9.2357E+11,9.52768E+11,9.88778E+11,1.00151E+12,1.02983E+12,1.0629E+12,1.07525E+12,1.10542E+12,1.15109E+12,1.2063E+12,1.24325E+12,1.31156E+12,1.35135E+12,1.38135E+12,1.41444E+12,1.48511E+12,1.5214E+12,1.58074E+12,1.58919E+12,1.6331E+12,1.65412E+12,1.67103E+12,1.69694E+12,1.78183E+12,1.80003E+12,1.83236E+12,1.89235E+12,1.94985E+12,1.98036E+12,2.02907E+12,2.08078E+12,2.16891E+12,2.23973E+12,2.31358E+12,2.34766E+12,2.43645E+12,2.49139E+12,2.56117E+12,2.65003E+12,2.67879E+12,2.81175E+12,2.88137E+12,2.95889E+12,3.02855E+12,3.1442E+12
"Agriculture, forestry, and fishing, value added (constant LCU)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (current LCU)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.12638E+11,8.11716E+11,8.09605E+11,8.2606E+11,8.59306E+11,9.18265E+11,9.51473E+11,1.02094E+12,1.05035E+12,1.13495E+12,1.10565E+12,1.03835E+12,9.96099E+11,1.07906E+12,1.18059E+12,1.24577E+12,1.2045E+12,1.15646E+12,1.1334E+12,1.1224E+12,1.10775E+12,1.1298E+12,1.26783E+12,1.4423E+12,1.50371E+12,1.62656E+12,1.932E+12,2.23809E+12,2.19037E+12,2.56117E+12,2.96315E+12,3.06376E+12,3.26634E+12,3.33166E+12,3.18323E+12,3.19657E+12,3.34179E+12
"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1410.978014,1433.722652,1458.617229,1539.218565,1631.185968,1703.923947,1829.422133,1840.557038,1890.393857,1922.256348,1949.589076,1996.409205,2052.550553,2159.2177,2243.413135,2350.865978,2446.875463,2567.550984,2661.262893,2796.098024,2945.931164,3037.75688,3198.376131,3317.879437,3430.94012,3542.022005,..
"Air transport, freight (million ton-km)",..,..,..,..,..,..,..,..,..,..,..,..,..,15568.70012,16955.19991,17236.20014,19300.30038,21322.80009,23579.89978,25626.69971,26825.20036,28360.5003,29046.29979,32407.89991,36841.9996,37061.70017,40331.80009,45392.70014,50418.59999,54428.20029,56124.90035,56142.30008,61025.19974,67522.60019,77183.30033,83098.2004,89164.59998,102876.1012,101788.2743,108629.6182,118257.211,110860.835,117506.673,124203.199,139032.94,141483.603,148937.604,158205.946,158487.874,175509.3437,182025.6271,183037.2301,175051.3422,175829.5578,184831.1095,187769.4163,194898.2751,213590.2506
"Air transport, passengers carried",..,..,..,..,..,..,..,..,..,..,310441392,331604904,..,401571800,421145200,432276500,471773396,513269292,576090004,648400600,641872888,640619400,654482108,685101596,732410288,783198104,842594296,904838104,953896012,983208800,1024976616,1133228204,1145436692,1142265216,1233233404,1302891640,1390963704,1455104192,1466961780,1562256300,1674064712,1655230214,1627404873,1665309283,1888695284,1969590799,2072413898,2209136496,2208218737,2249728546,2628261258,2786953830,2894054972,3048275073,3227291386,3466478485,3705101897,3978849402
"Air transport, registered carrier departures worldwide",..,..,..,..,..,..,..,..,..,..,9448300,9504500,..,9764900,9254900,9244700,9562900,9915900,10183700,10653400,10704900,10270100,10335800,10758700,11404000,11897900,12677000,13244800,13880900,14021100,14583900,14360900,14918800,15986200,17218900,18008200,18953600,19546600,19653200,20736600,22008658,22264220,20817389,21282617,23752616,24215712,24829383,26016011,25498093,26122523,29637929.54,30564978.1,30771384.59,31464398.88,32339781.98,33362839,34687965,35842803
"All education staff compensation, primary (% of total expenditure in primary public institutions)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.42202377,..,..,..,..,..,..
"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.14108658,..,..,..,..,..,..
"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"All education staff compensation, total (% of total expenditure in public institutions)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Alternative and nuclear energy (% of total energy use),2.727827716,2.800560097,2.764664127,2.773203192,2.778783659,2.981818105,3.07481133,3.054320351,3.051864645,3.066422783,2.986153445,2.706011973,2.924086657,3.075137288,3.586210763,4.14738424,4.162020499,4.513245375,4.878370632,4.968432114,5.284379765,5.95285257,6.322326688,6.885393628,7.507469473,8.269709845,8.66902877,8.828670599,9.084804667,9.153488475,8.757378637,9.057159955,9.134259668,9.376126643,9.513207919,9.655830777,9.723486506,9.557865008,9.706068221,9.799141107,9.849323077,9.866756311,9.726168507,9.36407344,9.386631658,9.322784734,9.238042427,8.922357873,8.988864239,9.099331923,8.981861558,8.626783725,8.444160788,8.62115698,8.89933184,14.07801267,..,..
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.307982559,65.45544848,91.82,..
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.151670031,13.73620962,..,..
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.43763335,20.80940869,..,..
"Annual freshwater withdrawals, total (% of internal resources)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,3,4,5,7,9,12,16,20,25,29,34,39,43,48,53,59
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,60,67,71,77,78,79,80
Aquaculture production (metric tons),2029179,1948048,2014404,2247676,2402677,2604353,2791746,2915674,3092313,3238166,3526017,3930472,4280803,4504942,4941524,5219603,5408491,6282015,6593363,6714748,7347225,7818586,8213439,9089265,10191481.45,11354348.65,12670909.1,13971504.23,15531104.96,16486351.07,16850459.04,18305028.6,21211488.89,24467925.05,27798479.01,31232256.19,33790684.14,34296276.7,36463874.11,39604752.61,41724569.75,44324822.72,47375084.71,50271407.72,54570314.09,57820199.22,61591980.13,64937295.56,68799079.9,73045256.33,78020019.87,82635398.2,90020572.65,97110166.78,101084799.1,106004183.8,..,..
Arable land (% of land area),..,9.693085947,9.726105287,9.836993547,9.884055176,9.945087692,9.954423258,10.00398812,10.10445283,10.25895012,10.24092787,10.21568251,10.2028544,10.27332397,10.26875809,10.26852496,10.29106059,10.25492027,10.30541527,10.33367473,10.33844361,10.31345998,10.43779959,10.45542554,10.61345051,10.70430752,10.77023798,10.79494484,10.8007522,10.83450478,10.86433797,10.89018215,10.81606604,10.82739555,10.81176135,10.8011646,10.74110818,10.77488714,10.79783235,10.79905613,10.76872477,10.74747857,10.71167736,10.75554734,10.7788675,10.81579202,10.74964375,10.73913527,10.76067447,10.73541244,10.70043387,10.75697829,10.82693023,10.84728931,10.9064913,10.9912881,..,..
Arable land (hectares per person),..,0.370782274,0.365618861,0.3620049,0.356193044,0.350939405,0.343677342,0.338106501,0.334363298,0.332102122,0.324387459,0.31658955,0.309573524,0.305396005,0.299142793,0.29339337,0.288658873,0.282492725,0.278805371,0.274530624,0.269743433,0.264236681,0.26249935,0.258148948,0.257387404,0.255778193,0.252717513,0.248702291,0.244348243,0.240753348,0.237113113,0.233590989,0.258668181,0.254305345,0.250113854,0.246128555,0.241252966,0.238726046,0.235899784,0.232778936,0.228715564,0.225331919,0.221747546,0.219878359,0.217619338,0.215672589,0.211621877,0.208800858,0.206670738,0.203684952,0.200593447,0.199301338,0.198239049,0.196250963,0.194988105,0.194207572,..,..
Arable land (hectares),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ARI treatment (% of children under 5 taken to a health provider),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.104696055,1.030567027,1.028989947,0.973108369,0.93287128,1.191627681,1.171435099,1.138873238,1.122845969,1.089797774,1.06587822,1.011759711,0.996346234,0.974921231,0.93668602,0.953394119,0.948498165,0.887688393,0.885209342,0.8889613,0.888692393,0.875813601,0.863795984,0.824393995,0.816174561,0.810858082,0.803471631,..
